opis_id,name,address,city,state,lat,lon,price_per_gallon,geocode_source
4618,OUTPOST TRAVEL CENTER,"I-20, EXIT 5 & US-80",Greenwood,LA,32.4429,-93.973,2.899,city_centroid
4620,PILOT TRAVEL CENTERS #95,"I-75, EXIT 329 & SR-44",Wildwood,FL,28.8454,-82.0347,3.22566666,city_centroid
4622,TA LEE HI TRAVEL PLAZA,"I-81,  EXIT 195",Lexington,VA,37.7885,-79.4581,3.659,city_centroid
4628,QUARLES #4601,US-29/US-17/US-15,Warrenton,VA,38.72357,-77.79937,3.32233333,city_centroid
4637,THORNTONS #369 DBA PILOT TRAVEL CENTER #514,"I-55, EXIT 126 & SR-10",Lincoln,IL,40.1451,-89.3684,3.399,city_centroid
4642,MARSHAL JUNCTION,"I-70, EXIT 147 & SR-1",Marshall,IL,39.478664302592,-87.681924801349,3.199,census
4644,CIRCLE K #4706703,"I-80, EXIT 145A",Mokena,IL,41.5342,-87.8911,3.339,city_centroid
4654,7-ELEVEN #35087,"I-490, EXIT 2 & SR-33 & SR-19",Bergen,NY,43.0869,-77.9603,4.029,city_centroid
4655,QUICKLEES TRAVEL CENTER,"I-86, EXIT 30 & CR-20",Belmont,NY,42.2334,-78.011,3.999,city_centroid
4690,PWI #401,"I-20 & I-30, EXIT 1B",Aledo,TX,32.7004,-97.6039,2.799,city_centroid
4700,A C TRUCKSTOP,"I-80, EXIT 290",Laramie,WY,41.37055,-105.62373,3.079,city_centroid
4704,THE RIDGE,"I-68/US-219, EXIT 14 & US-40",Accident,MD,39.6355,-79.3085,4.199,city_centroid
4707,SMITHTON TRUCKSTOP,"I-70, EXIT 39 & SR-3059",Smithton,PA,40.1553,-79.7381,3.899,city_centroid
4729,MINIT MART #600244,"I-70, EXIT 131",Straughn,IN,39.8319,-85.2724,3.859,city_centroid
4742,FLYING J TRAVEL PLAZA #684,"I-94, EXIT 1 & SR-16",Beach,ND,46.9324,-103.9843,3.96566666,city_centroid
4750,BROOKE TRAVEL PLAZA,"I-80, EXIT 259",West Liberty,IA,41.5701,-91.2668,2.98733333,city_centroid
4762,TA MONROE TRAVEL CENTER,"I-75, EXIT 15",Monroe,MI,41.91865,-83.45835,3.249,city_centroid
4806,TRACK AND TRAVEL,"I-20, EXIT 406",Weatherford,TX,32.77995,-97.77287,2.91733333,city_centroid
4818,PILOT TRAVEL CENTER #350,"I-84 & US-20, EXIT 95",Mountain Home,ID,43.1392,-115.6963,3.759,city_centroid
4819,Alta Convenience #6333,"I-25, EXIT 11",Trinidad,CO,37.2691,-104.5038,3.399,city_centroid
4826,I-20 Truck Stop,"I-20, EXIT 165",Lincoln,AL,33.6059,-86.1112,2.999,city_centroid
4827,PETRO BEAUMONT #304,"I-10, EXIT 848",Beaumont,TX,30.09015,-94.14427,3.33066666,city_centroid
4837,SHELL,US-10 & SR-210,Motley,MN,46.34173093455,-94.644997772746,3.399,census
4856,PILOT TRAVEL CENTER #910- TOWN PUMP,"I-90, EXIT 274 & US-287",Three Forks,MT,45.8811,-111.5436,3.59733333,city_centroid
4858,PILOT TRAVEL CENTER #1346,"I-135, EXIT 31",Newton,KS,38.0451,-97.3435,3.3115,city_centroid
4860,PILOT TRAVEL CENTER #476,"I-74, EXIT 32 & SR-17",Woodhull,IL,41.1849,-90.2833,3.899,city_centroid
4872,TA COMMERCE TRAVEL CENTER,"I-85, EXIT 149 & US-441",Commerce,GA,34.19523,-83.43577,3.21566666,city_centroid
4874,PWI #110,"I-20, EXIT 112 & FM-1936",Odessa,TX,31.84828,-102.37662,3.049,city_centroid
4878,SHELL DBA ONE9 #1426,"I-84, EXIT 35",Nampa,ID,43.60268,-116.61212,3.374,city_centroid
4881,PETRO STOPPING CENTER #14,"I-295, EXIT 56",Bordentown,NJ,40.1431,-74.7032,4.029,city_centroid
4885,LOVES TRAVEL STOP #384,"I-70, EXIT 45",Greenville,IL,38.8933,-89.4052,3.689,city_centroid
4887,SUNOCO,"I-80 & I-90, EXIT 3",Wauseon,OH,41.5668,-84.1537,3.699,city_centroid
4894,CLOVERDALE TRAVEL PLAZA,"I-70, EXIT 41 & US-231",Cloverdale,IN,39.5148,-86.7939,3.699,city_centroid
4905,HY-MILER #2204,SR-250,Sandusky,OH,41.4419,-82.70715,3.53233333,city_centroid
4909,CIRCLE K #2723916,US-441/US-301/US/27/SR-500,Ocala,FL,29.1703,-82.14891,3.459,city_centroid
4910,PILOT TRAVEL CENTER #892,"I-70 EXIT 164, & US-50",Green River,UT,39.0002,-110.1598,3.68566666,city_centroid
4918,PILOT TRAVEL CENTERS #219,"I-40, EXIT 398",Knoxville,TN,35.97165,-83.96455,3.699,city_centroid
4920,TA LAPLACE,"I-10, EXIT 209 & US-5",La Place,LA,30.08445,-90.48635,3.22733333,city_centroid
4921,PILOT TRAVEL CENTERS #231,"I-75, EXIT 29",Corbin,KY,36.9359,-84.1026,3.609,city_centroid
4927,CIRCLE K #2704886,"I-65, EXIT 205 & US-31/SR-22",Clanton,AL,32.8792,-86.59375,3.20733333,city_centroid
4933,VILLAGE TRUCK STOP,"I-81, EXIT 18",Rural Retreat,VA,36.8836,-81.2879,3.299,city_centroid
4977,KWIK TRIP #331,SR-54,Wisconsin Rapids,WI,44.38195,-89.8645,3.26233333,city_centroid
4981,JOHNNYS MARKET,"I-94, EXIT 110 & US-27",Marshall,MI,42.272,-84.9583,3.499,city_centroid
4983,KWIK TRIP #603,"I-94, EXIT 28 & SR-128",Wilson,WI,44.9466,-92.1965,3.549,city_centroid
4996,ZIP TRIP #54,"I-90, EXIT 452",Billings,MT,45.79684,-108.51599,3.59066666,city_centroid
5003,TRAILWAY TRUCK STOP,US-301/SR-304,Centreville,MD,39.0564,-76.045,3.259,city_centroid
5006,SUNOCO,US-1/US-9,Linden,NJ,40.6354,-74.2556,3.799,city_centroid
5024,I 55 MOTOR PLAZA,"I-55,  EXIT 180",Pevely,MO,38.2799,-90.4111,2.99066666,city_centroid
5030,YESWAY #1030,US-63 & E MARY ST,Ottumwa,IA,41.0309,-92.4098,3.399,city_centroid
5044,TA MOUNT VERNON TRAVEL CENTER,"I-44, EXIT 46 & SR-39/SR265",Mount Vernon,MO,37.1045,-93.7976,3.409,city_centroid
5050,ROCK PORT TRUCK PLAZA,"I-29 & US-136, EXIT 110",Rock Port,MO,40.476763694003,-93.018455604287,3.099,census
5056,TREX MART #16,"I-35, EXIT, 61 & US-69",Winston,MO,39.8499,-94.1487,3.119,city_centroid
5057,PHILLIPS 66,"I-35, EXIT 54 & I-35 BUS/US-36",Cameron,MO,39.7309,-94.2437,3.099,city_centroid
5060,CRAZY FREDS TRUCK SHOP,"I-40, EXIT 44 & US-66",Kingman,AZ,35.21977,-113.92977,3.539,city_centroid
5064,CLARK OIL #44,"I-59, EXIT 97",Laurel,MS,31.7073,-89.0808,2.879,city_centroid
5079,FASTLANE TAYLOR 63,US-61 & SR-6,Taylor,MO,39.9145,-91.5278,3.01566666,city_centroid
5085,K AN T TRUCKSTOP,"I-79, EXIT 137 & SR-310",Fairmont,WV,39.416199898189,-80.06985639609,3.399,census
5111,CIRCLE K #2723385,"I-59, EXIT 67 & US-49/SR-42",Hattiesburg,MS,31.346456687765,-89.315961308228,3.149,census
5117,CIRCLE K #4702361,"I-65, EXIT 130 & SR-334",Whitestown,IN,40.0,-86.3507,3.29233333,city_centroid
5128,CASEYS #2769,"I-80, EXIT 220 & SR-149",Williamsburg,IA,41.6393,-92.024,3.14233333,city_centroid
5131,TRAILS END TRUCK STOP,"I-29, EXIT 110 & US-136",Rock Port,MO,40.4306,-95.5274,3.40566666,city_centroid
5132,Travel Centers of America,"I-44, EXIT 208 & SR-19",Cuba,MO,38.0926,-91.4081,3.26566666,city_centroid
5160,FUEL MART #727,"I-70, EXIT 193",Quaker City,OH,39.9866,-81.2899,3.16566666,city_centroid
5163,Blue Sky #733,"US-78, EXIT 81 & SR-178",Belden,MS,34.3057,-88.8462,2.939,city_centroid
5165,ONE9 #046,"I-65, EXIT 6 & SR-100",Franklin,KY,36.718932973641,-86.542354582104,3.08566666,census
5167,SPEEDWAY #7575,"I-65, EXIT 255",Hobart,IN,41.5263,-87.2525,3.63233333,city_centroid
5170,FLYING J #516,"I-76, EXIT 161 & I-70",Breezewood,PA,39.9905,-78.2453,5.099,city_centroid
5183,PETRO STOPPING CENTER #74,I-95 & EXIT 106,Kenly,NC,35.6077,-78.1382,3.709,city_centroid
5191,NORTH POINT PLAZA,"I-90 & I-94, EXIT 115",Poynette,WI,43.4013,-89.4189,3.17233333,city_centroid
5202,Chevron #306185,US-30,Montpelier,ID,42.352,-111.3195,3.699,city_centroid
5203,OASIS TRAVEL CENTER,"I-10, EXIT 53",Robertsdale,AL,30.5616,-87.6373,3.469,city_centroid
5207,JJ TRAVEL PLAZA,"I-70, EXIT 70 & US-83",Oakley,KS,39.1121,-100.858,3.61566666,city_centroid
5227,PILOT TRAVEL CENTERS #900,"I-95, EXIT 75",Dunn,NC,35.3114,-78.612,3.709,city_centroid
5230,ONE9 #496,"I-80, EXIT 265",Atalissa,IA,41.5614,-91.1748,3.01566666,city_centroid
5232,CM EUNICE,US-190,Eunice,LA,30.5116,-92.3985,3.399,city_centroid
5234,SINCLAIR,SR-37,Monett,MO,36.9212,-93.9258,3.29066666,city_centroid
5236,FLYING J #875,"I-95,  EXIT 109",Elkton,MD,39.6166,-75.83955,4.199,city_centroid
5245,CASEYS #3842,US-36 & US-283,Norton,KS,39.8407,-99.8878,3.15733333,city_centroid
5247,EDGERTON TRAVEL PLAZA,"I-90, EXIT 160 & US-51",Edgerton,WI,42.860023006821,-89.058020565472,3.199,census
5249,Taylor's Stateline Travel Center,US-67 & SR-278,Neelyville,MO,36.571,-90.4995,2.999,city_centroid
5254,TA CANDLER TRAVEL CENTER,"I-40, EXIT 37",Candler,NC,35.5376,-82.7001,3.799,city_centroid
5255,7-ELEVEN #35788,"I-35, EXIT 215",Olathe,KS,38.8899,-94.8149,3.339,city_centroid
5258,PT TRUCK STOP,"I-12, EXIT 42",Hammond,LA,30.5072,-90.47522,3.249,city_centroid
5282,CASEYS #3548,US-54 & US-61,Pratt,KS,37.6502,-98.73,3.14066666,city_centroid
5285,TULLO TRUCK STOP,"I-95, EXIT 15E & US-1/US-9",Kearny,NJ,40.74875,-74.1113,3.799,city_centroid
5297,ERNIES TRUCK STOP,"I-90,  EXIT 179 & I-90 BUS/SR-17",Moses Lake,WA,47.1374,-119.2891,3.949,city_centroid
5299,Sudden Service #62,"I-65, EXIT 6 & SR-100",Franklin,KY,36.718932973641,-86.542354582104,3.084,census
5302,ONE9 #258,"I-81, EXIT 150 & US-220 ALT & US-11",Troutville,VA,37.4019,-79.8786,3.03233333,city_centroid
5306,PILOT TRAVEL CENTERS #11,"I-76, EXIT 232",North Lima,OH,40.9649,-80.6549,3.799,city_centroid
5309,NEWBORN TRUCK STOP,I-20 EXIT 5,Tallapoosa,GA,33.7602,-85.3,3.40733333,city_centroid
5310,FLYING J #576,"I-35, EXIT 69",Northfield,MN,44.4587,-93.1668,3.859,city_centroid
5324,HY-MILER #2245,SR-53,Fremont,OH,41.3498,-83.1181,3.38233333,city_centroid
5341,KWIK STAR #1160,"US-75, EXIT 118 & SR-3",Le Mars,IA,42.7962,-96.1704,3.299,city_centroid
5349,JET FOOD STORE #17,US-1/SR=4/SR-540 & US-220/SR-47,Wrens,GA,33.2104,-82.381,3.41566666,city_centroid
5363,SPEEDWAY #6767,"I-75, EXIT 20",Manheim,PA,40.1702,-76.4168,4.499,city_centroid
5389,FLYING J TRAVEL PLAZA #744,"I-15, EXIT 343",Ogden,UT,41.23951,-111.96541,3.749,city_centroid
5391,PWI #605,"I-10, EXIT 378",San Simon,AZ,32.0423,-109.1748,2.959,city_centroid
5399,FLYING J TRAVEL PLAZA #750,"I-81 & I-77, EXIT 80",Max Meadows,VA,36.9056,-80.9244,3.549,city_centroid
5407,CASEYS #4535,US 81,Concordia,KS,39.5516,-97.6568,2.91233333,city_centroid
5414,One9 #1216,"I-10 ,EXIT 200 & SR-84",Eloy,AZ,32.7509,-111.5833,3.199,city_centroid
5419,USA TRAVEL CENTER,"I-40, EXIT 48 & US-93",Kingman,AZ,35.21977,-113.92977,3.399,city_centroid
5422,K AND H TRUCK PLAZA,"I-57, EXIT 283 & US-24",Gilman,IL,40.768,-87.9933,3.099,city_centroid
5424,WK TRUCK STOP,"US-231 & SR-9001, EXIT 75",Beaver Dam,KY,37.387,-86.8729,3.399,city_centroid
5435,MEADE AUTO AND TRUCK PLAZA,US-54,Meade,KS,37.2821,-100.3364,3.799,city_centroid
5436,PARKWAY MARATHON,"US-79, EXIT 94",Caneyville,KY,37.4222,-86.4702,3.73233333,city_centroid
5446,PETRO STOPPING CENTER #308,"I-20, EXIT 8 & SR-526",Shreveport,LA,32.55307,-93.75994,3.17566666,city_centroid
5462,BOOZER KWIK STOP,"I-15, EXIT 118",Idaho Falls,ID,43.48474,-112.00436,3.44733333,city_centroid
5464,PILOT TRAVEL CENTERS #48,"I-65, EXIT 86",Glendale,KY,37.6034,-85.8921,3.609,city_centroid
5474,One9 #88,"I-95/SR-9, EXIT 201 & SR-520",Cocoa,FL,28.3898,-80.7693,3.37566666,city_centroid
5477,CHEVRON #383766,"I-5, EXIT 216",Halsey,OR,44.3862,-123.1251,3.099,city_centroid
5479,PILOT TRAVEL CENTERS #94,"I-75, EXIT 161",Punta Gorda,FL,26.93567,-82.00143,3.799,city_centroid
5491,49ER FUEL CENTER,"I-75, EXIT 49",East Bernstadt,KY,37.2488,-84.138,2.999,city_centroid
5492,BFS FOODS #68,"I-70, EXIT 3",Hancock,MD,39.6991,-78.1762,4.129,city_centroid
5522,ONE9 #301,"I-55,  EXIT 40",Marston,MO,36.519,-89.6126,3.109,city_centroid
5523,TA LIMON TRAVEL CENTER,"I-70, EXIT 359 & US-24",Limon,CO,39.2676,-103.6889,3.92066666,city_centroid
5529,FLYING J #549,"I-77, EXIT 100 & 101",Mount Airy,NC,36.5007,-80.6119,3.599,city_centroid
5537,HUCKS TRAVEL CENTER #51 DBA FLYING J #889,"I-57/I-64, EXIT 95 & SR-15",Mount Vernon,IL,38.317,-88.9105,3.359,city_centroid
5554,Southfork TRUCK STOP,"I-30, EXIT 63 & SR-53",Gurdon,AR,33.934757475572,-93.15313400833,3.459,census
5560,MIDWAY TRAVEL PLAZA,I-70 EXIT 121 & US-40,Columbia,MO,38.96103,-92.33172,3.539,city_centroid
5569,TA EXPRESS NORWOOD #0450,US-60,Norwood,MO,37.0687,-92.4082,3.449,city_centroid
5570,PETRO STOPPING CENTER #310,"I-12, EXIT 40 & US-51 BUS",Hammond,LA,30.5072,-90.47522,3.249,city_centroid
5579,SAPP BROS TRAVEL CENTER,US-30,Columbus,NE,41.4297,-97.3684,3.219,city_centroid
5592,TA COLUMBIA NORTH,"I-20, EXIT 71 & US-21",Columbia,SC,34.01606,-81.00769,3.439,city_centroid
5597,CM LAKE CHARLES FUEL STOP 36,"I-10, EXIT 36 & SR-397",Lake Charles,LA,30.24435,-93.26164,3.299,city_centroid
5601,BP,"I-24, EXIT 16",Paducah,KY,37.0619,-88.65637,3.429,city_centroid
5603,TA NORTH CANTON TRAVEL CENTER,"I-77, EXIT 111",North Canton,OH,40.7989,-81.3784,3.624,city_centroid
5606,FLYING J #511,"I-94, EXIT 147",Mandan,ND,46.8306,-100.9092,3.95233333,city_centroid
5607,RICE MART,"I-45 & FM 1603, EXIT 238",Rice,TX,32.2258,-96.4606,3.019,city_centroid
5608,SHOP A LOTT  #3,US-84 & US-171,Mansfield,LA,32.0239,-93.698,3.13566666,city_centroid
5613,CHEVRON #381108,"I-82, EXIT 36",Yakima,WA,46.59313,-120.60934,3.999,city_centroid
5618,MCCLURE OIL #52,"I-65/US-52, EXIT 140 & SR-32",Lebanon,IN,40.0449,-86.4641,3.584,city_centroid
5649,Fast Stop,"I-10, EXIT 182 & SR-22",Sorrento,LA,30.1854,-90.8631,3.699,city_centroid
5651,LOVES TRAVEL STOP #303,"I-64, EXIT 43 & SR-395",Waddy,KY,38.178010147017,-85.06746801901,3.749,census
5659,TEX-BEST #526,US-59 & US-281,George West,TX,28.3204,-98.1162,3.299,city_centroid
5660,Pride Convenience Store,"I-90, EXIT 51 & I-291",Chicopee,MA,42.17198,-72.5896,3.509,city_centroid
5661,TA Express #287,"I-40, EXIT 288 & SR-111",Cookeville,TN,36.17762,-85.49758,3.299,city_centroid
5667,PILOT TRAVEL CENTERS #393,"I-40, EXIT 24 & SR-209",Waynesville,NC,35.5174,-82.9816,3.759,city_centroid
5669,KWIK TRIP #497,I-90 EXIT 266 & CR-12,Dakota,MN,43.9148,-91.394,3.474,city_centroid
5670,TA MOUNT VERNON TRAVEL CENTER,"I-57 & I-64, EXIT 95",Mount Vernon,IL,38.317,-88.9105,3.449,city_centroid
5674,TA MADISON TRAVEL CENTER,"I-20, EXIT 114 & US-441",Madison,GA,33.5947,-83.4618,3.89066666,city_centroid
5677,YESWAY #1178,CR-13,Kadoka,SD,43.8446,-101.5523,3.189,city_centroid
5691,Pilot Travel Center #666,"I-94, EXIT 30",Benton Harbor,MI,42.11265,-86.4388,3.059,city_centroid
5700,BEACON & BRIDGE #18,US-131 BUS,Big Rapids,MI,43.6897,-85.4797,3.319,city_centroid
5718,TOOT N TOTUM #104,US-287,Dalhart,TX,36.0732,-102.5177,3.199,city_centroid
5721,TA BALTIMORE SOUTH TRAVEL CENTER,"I-95, EXIT 41A & SR-175 & US-1",Jessup,MD,39.1484,-76.7922,4.599,city_centroid
5729,MENOMONIE FARMERS UNION,"I-94, EXIT 45 & CR-B",Menomonie,WI,44.8718,-91.9265,3.649,city_centroid
5730,SCOTTS QUICK STOP,SR-53 & SR-46,Marlette,MI,43.3399,-83.0573,3.399,city_centroid
5739,PILOT TRAVEL CENTERS #284,"I-75, EXIT 18",Monroe,MI,41.91865,-83.45835,3.249,city_centroid
5751,TA LAKE PARK TRAVEL CENTER,"I-75,  EXIT 2",Lake Park,GA,30.6906,-83.1753,3.31566666,city_centroid
5754,ROAD TRIP OASIS PERRY,"I-69, EXIT 105 & SR-52",Perry,MI,42.82,-84.2313,3.699,city_centroid
5758,SPEEDY Q MARKET #8206,"I-94, EXIT 274",Port Huron,MI,42.98335,-82.4424,3.899,city_centroid
5770,Kwik Trip # 1281,"I-43, EXIT 107",Belgium,WI,43.4995,-87.8509,3.25566666,city_centroid
5771,DUNES AUTO TRUCK PLAZA,"I-94, EXIT 12",Sawyer,MI,41.8829,-86.5885,3.499,city_centroid
5774,PJ TRAVEL PLAZA,"I-80, EXIT 192 & SR-880",Loganton,PA,41.0283,-77.3204,3.479,city_centroid
5780,BILLS TRUCKSTOP,"I-85, EXIT 86",Linwood,NC,35.7562,-80.3749,3.449,city_centroid
5799,STAPLES OIL,"I-90, EXIT 146",Alden,MN,43.6466,-93.5823,3.299,city_centroid
5801,TA WYTHEVILLE TRAVEL CENTER,"I-81, EXIT 72 & I-77, EXIT 41",Wytheville,VA,36.9407,-81.0941,3.519,city_centroid
5821,TA PORTLAND TRAVEL CENTER,"I-5,  EXIT 278",Aurora,OR,45.2284,-122.8039,4.03233333,city_centroid
5823,ENMARKET #863,"I-95, EXIT 8 & SR-88",Hardeeville,SC,32.2635,-81.0669,3.08233333,city_centroid
5830,115 TRUCKSTOP #5001,"I-94, EXIT 115",Marshall,MI,42.272,-84.9583,3.429,city_centroid
5842,PETRO STOPPING CENTER #6367,"I-57,  EXIT 335",Monee,IL,41.4191,-87.7748,3.399,city_centroid
5860,SPEEDWAY #4610,"I-35, EXIT 59 & SR-21",Faribault,MN,44.2945,-93.2818,3.759,city_centroid
5873,SOUTHERN VALLEY COOP,ST 14 BYPASS,Mankato,MN,44.1767,-94.03313,3.499,city_centroid
5901,ROTHSAY TRUCK STOP,"I-94, EXIT 38",Rothsay,MN,46.5094,-96.2887,3.209,city_centroid
5903,Circle K #2746447,I-94/US-52 EXIT 127 & US-71/SR-28,Sauk Centre,MN,45.757206662427,-94.938130595928,3.189,census
5907,SPEEDWAY #4035,CR-101,Shakopee,MN,44.7793,-93.5197,3.599,city_centroid
5909,SINCLAIR,"I-90, EXIT 233",Saint Charles,MN,43.9585,-92.0517,3.529,city_centroid
5927,HARRISONBURG TRAVEL CENTER,"I-81,  EXIT 243 & US-11",Harrisonburg,VA,38.45748,-78.8581,2.899,city_centroid
5935,WESTHAMPTON VALERO,I-295 EXIT 47A,Mount Holly,NJ,40.0086,-74.7896,3.329,city_centroid
5942,EXPRESS MART TRUCK STOP,"I-55, EXIT 185 & US-67/US-61",Barnhart,MO,38.3384,-90.4142,2.99733333,city_centroid
5944,LAKE MILLS TRAVEL PLAZA,"I-94, EXIT 259 & SR- 89/CR-G",Lake Mills,WI,43.0816,-88.9133,3.36066666,city_centroid
5946,PILOT TRAVEL CENTERS #918,I-90 EXIT 55,Rapid City,SD,44.0673,-103.26438,3.999,city_centroid
5949,EXXON,US-59 & LOOP 151,Texarkana,TX,33.43598,-94.07823,3.16566666,city_centroid
5951,ROAD RANGER #157,I-64 EXIT 41,Okawville,IL,38.4319,-89.523,3.799,city_centroid
5963,OZONA ONE STOP,"I-10, EXIT 372",Ozona,TX,30.7164,-101.2388,2.98233333,city_centroid
5965,TRUCK TOWNE,I-29 EXIT 47 & SR-46,Beresford,SD,43.0874,-96.7813,3.159,city_centroid
5971,WACO TRAVEL CENTER,SR-19,Perry,FL,30.06665,-83.6377,3.699,city_centroid
5979,TA LAFAYETTE TRAVEL CENTER,"I-10 & SR-182, EXIT 101",Lafayette,LA,29.796447666913,-91.512210005763,3.134,census
5980,THRIFT MART TRUCK PLAZA,"I-85/US-460, EXIT 63A & US-1/US-460 BUS",Petersburg,VA,37.19967,-77.41987,3.199,city_centroid
5990,360 TRUCK STOP,US-360,Amelia Court House,VA,37.3428,-77.9841,3.599,city_centroid
5996,Fast Stop Travel Centers #1134,"I-80/US-30, EXIT 99 & US-191/SR-373",Rock Springs,WY,41.59675,-109.21645,3.499,city_centroid
5999,PILOT TRAVEL STOP #492,"I-30, EXIT 78 & SR-7",Arkadelphia,AR,34.11903,-93.05887,3.499,city_centroid
6001,ALLSUPS #2392,US-70 & US-285,Roswell,NM,33.43843,-104.445,3.199,city_centroid
6009,CASEYS #2652,US-65 & US-36,Chillicothe,MO,39.7966,-93.5509,3.289,city_centroid
6010,SEGOVIA TRUCK STOP,"I-10, EXIT 465",Junction,TX,30.4754,-99.7473,2.999,city_centroid
6018,TA BLOOMINGTON TRAVEL CENTER,"I-55, I-74 & I-39 , EXIT 160",Bloomington,IL,40.48185,-88.94688,3.449,city_centroid
6033,EMERY'S,US-54,Deerfield,MO,37.8197,-94.5608,3.349,city_centroid
6037,CRYSTAL OIL,"I-129/US-20/US-75,  EXIT 2",South Sioux City,NE,42.4656,-96.4182,3.549,city_centroid
6041,COCKERHAM FUEL CENTER #4,"I-77, EXIT 14 & US-58/US-221",Hillsville,VA,36.7442,-80.7197,3.28233333,city_centroid
6047,FAST LANE #26,US-61,Eolia,MO,39.2431,-91.0093,3.099,city_centroid
6051,CIRCLE K #2709846,"I-25, EXIT 240",Longmont,CO,40.1579,-105.0789,3.05733333,city_centroid
6057,PILOT TRAVEL CENTER #903,"I-70/US-40, EXIT 252",Salina,KS,38.832,-97.62675,3.759,city_centroid
6058,MOTOR INN AUTO TRUCK STOP,I-75 EXIT 110,Mendon,OH,40.6777,-84.5152,3.199,city_centroid
6068,AYERCO #24,US-61 & CR MM,Hannibal,MO,37.867290484979,-89.950878693137,3.099,census
6082,Palmetto Truck Plaza,US-27/SR-25 & SR-826,Hialeah,FL,25.87553,-80.3042,3.399,city_centroid
6083,BP,"I-35, EXIT 33",Holt,MO,39.4289,-94.3689,3.049,city_centroid
6087,BREAK TIME #3173,US-54 & CR-HH,Fulton,MO,38.8518,-91.9605,3.299,city_centroid
6093,ONE9 #901,"I-80 & US-183, EXIT 257",Elm Creek,NE,40.7301,-99.3728,2.96566666,city_centroid
6096,Waverly Travel Center,US-23,Waverly,OH,39.1264,-83.0049,3.41566666,city_centroid
6097,SAPP BROS TRAVEL CENTER,"I-80, EXIT 263",Elm Creek,NE,40.7301,-99.3728,3.18733333,city_centroid
6106,TA HUNTINGTON,"I-84, EXIT 353",Huntington,OR,44.3811,-117.3097,3.639,city_centroid
6111,HAWGS EXXON,US-167/SR-25,Batesville,AR,35.7586,-91.58475,3.359,city_centroid
6150,CIRCLE K #2723707,"I-81,  EXIT 150",Troutville,VA,37.4019,-79.8786,3.06566666,city_centroid
6154,TA MOBILE TRAVEL CENTER,"I-10,  EXIT 4",Grand Bay,AL,30.4983,-88.3282,3.13566666,city_centroid
6164,PILOT TRAVEL CENTER #268,"I-80/US-6, EXIT 284",Walcott,IA,41.6453,-90.7256,3.859,city_centroid
6165,TEMP STOP #117,I-70 & GRAIN VALLEY RD EXIT 24,Grain Valley,MO,39.0274,-94.2087,2.959,city_centroid
6167,PILOT TRAVEL CENTERS #167,US-71,Nevada,MO,37.8409,-94.3571,3.49566666,city_centroid
6172,SPEEDWAY #2319,"I-96, EXIT 77",Portland,MI,42.8624,-84.9139,3.549,city_centroid
6173,PILOT TRAVEL CENTERS #21,"I-94, EXIT 167",Dexter,MI,42.3583,-83.9,3.579,city_centroid
6175,ONVO TRAVEL PLAZA - MIFFLINTOWN,US-322/US-22 & SR-35,Mifflintown,PA,40.5727,-77.3761,3.479,city_centroid
6179,HENDERSON TRAVEL PLAZA,"I-10, EXIT 115 & SR-347",Breaux Bridge,LA,30.2948,-91.8296,3.38566666,city_centroid
6180,Circle #4703923,"I-24, EXIT 180B & US-27",Chattanooga,TN,35.04139,-85.28351,2.78566666,city_centroid
6182,Exxon,"I-20, EXIT 205 & SR-46",Heflin,AL,33.6115,-85.5885,3.01566666,city_centroid
6188,SIGNAL FOOD STORE #112,US-65 & SR-J,Ozark,MO,37.0169,-93.2022,2.999,city_centroid
6198,DAVIS TRAVEL CENTER #102,"I-95/US-301, EXIT 33 & SR-602",Stony Creek,VA,36.9361,-77.4443,3.06566666,city_centroid
6200,KWIK FILL #388,"I-80, EXIT 29 & SR-8",Harrisville,PA,41.1631,-79.9796,3.404,city_centroid
6206,PETRO PORTAGE,"I-90 & I-94, EXIT 108-A",Portage,WI,43.5501,-89.4714,3.80733333,city_centroid
6212,MR FUEL,"I-55, EXIT 180",Pevely,MO,38.2799,-90.4111,3.01566666,city_centroid
6214,PIONEER Travel Plaza,"I-41, EXIT 60 & SR-145",Richfield,WI,43.098039961498,-87.986752517737,3.21566666,census
6215,FUEL HUB,"I-87, EXIT 21B",West Coxsackie,NY,42.4029,-73.8283,3.599,city_centroid
6218,LOVES TRAVEL STOP #215,"I-40, EXIT 16 & US-40 BUS/US-66",Gallup,NM,35.49483,-108.7515,3.43733333,city_centroid
6219,SCHATZ CROSSROADS,US-2 /US-52,Minot,ND,48.25938,-101.3029,3.549,city_centroid
6221,LOVES TRAVEL STOP #214,I-10 EXIT 37,El Paso,TX,31.72231,-106.34308,3.07566666,city_centroid
6222,QUIKTRIP #236,"I-29/US-71, EXIT 18 & SR-92",Platte City,MO,39.3602,-94.789,2.999,city_centroid
6227,MARLOWS FUEL CENTER,"I-20, EXIT 479",Dallas,TX,32.78856,-96.78716,3.24066666,city_centroid
6229,FUEL MART #764,"I-70, EXIT 66 & SR- 54",South Vienna,OH,39.9473,-83.6157,3.129,city_centroid
6232,OASIS TRUCK STOP,"I-44 & SR-133, MM 145",Richland,MO,37.8528,-92.3962,3.324,city_centroid
6242,TA FORISTELL TRAVEL CENTER,"I-70, EXIT 203",Foristell,MO,38.7626,-90.9343,3.019,city_centroid
